Day,	Outlook,	Temperature,	Humidity,	Wind
D7967,	Rain,	Cool,	Normal,	Strong
D7968,	Sunny,	Cool,	High,	Weak
D7969,	Rain,	Cool,	Normal,	Weak
D7970,	Rain,	Mild,	High,	Weak
D7971,	Sunny,	Mild,	High,	Strong
D7972,	Overcast,	Mild,	Normal,	Strong
D7973,	Rain,	Hot,	Normal,	Weak
D7974,	Overcast,	Mild,	High,	Weak
D7975,	Sunny,	Cool,	High,	Strong
D7976,	Overcast,	Cool,	Normal,	Weak
D7977,	Overcast,	Hot,	Normal,	Strong
D7978,	Sunny,	Mild,	Normal,	Weak
D7979,	Overcast,	Hot,	Normal,	Strong
D7980,	Sunny,	Hot,	Normal,	Strong
D7981,	Sunny,	Hot,	Normal,	Strong
D7982,	Overcast,	Hot,	Normal,	Strong
D7983,	Sunny,	Mild,	Normal,	Weak
D7984,	Rain,	Mild,	High,	Strong
D7985,	Overcast,	Cool,	Normal,	Weak
D7986,	Overcast,	Hot,	Normal,	Strong
D7987,	Sunny,	Mild,	Normal,	Strong
D7988,	Sunny,	Cool,	Normal,	Strong
D7989,	Rain,	Hot,	Normal,	Strong
D7990,	Rain,	Hot,	High,	Weak
D7991,	Overcast,	Mild,	High,	Weak
D7992,	Overcast,	Hot,	High,	Strong
D7993,	Rain,	Mild,	High,	Weak
D7994,	Rain,	Mild,	Normal,	Weak
D7995,	Rain,	Cool,	Normal,	Strong
D7996,	Sunny,	Hot,	Normal,	Strong
D7997,	Sunny,	Cool,	Normal,	Strong
D7998,	Sunny,	Cool,	High,	Weak
D7999,	Rain,	Hot,	High,	Weak
D8000,	Sunny,	Mild,	Normal,	Weak
D8001,	Overcast,	Mild,	Normal,	Weak
D8002,	Sunny,	Hot,	Normal,	Weak
D8003,	Overcast,	Mild,	Normal,	Weak
D8004,	Sunny,	Cool,	High,	Strong
D8005,	Rain,	Mild,	Normal,	Strong
D8006,	Overcast,	Cool,	Normal,	Strong
D8007,	Overcast,	Cool,	Normal,	Weak
D8008,	Overcast,	Hot,	Normal,	Strong
D8009,	Rain,	Mild,	High,	Weak
D8010,	Sunny,	Mild,	High,	Weak
D8011,	Overcast,	Hot,	Normal,	Strong
D8012,	Sunny,	Hot,	High,	Strong
D8013,	Rain,	Mild,	High,	Weak
D8014,	Rain,	Cool,	High,	Weak
D8015,	Overcast,	Mild,	Normal,	Weak
D8016,	Overcast,	Cool,	High,	Strong
D8017,	Rain,	Mild,	High,	Strong
D8018,	Sunny,	Mild,	Normal,	Weak
D8019,	Rain,	Hot,	High,	Weak
D8020,	Overcast,	Cool,	High,	Strong
D8021,	Sunny,	Cool,	Normal,	Weak
D8022,	Rain,	Hot,	High,	Weak
D8023,	Rain,	Cool,	High,	Strong
D8024,	Overcast,	Cool,	High,	Strong
D8025,	Overcast,	Mild,	High,	Strong
D8026,	Overcast,	Cool,	Normal,	Strong
D8027,	Overcast,	Cool,	Normal,	Weak
D8028,	Sunny,	Hot,	High,	Strong
D8029,	Sunny,	Mild,	High,	Strong
D8030,	Rain,	Mild,	Normal,	Strong
D8031,	Overcast,	Hot,	Normal,	Weak
D8032,	Rain,	Cool,	High,	Strong
D8033,	Overcast,	Hot,	Normal,	Strong
D8034,	Rain,	Cool,	High,	Weak
D8035,	Overcast,	Cool,	High,	Weak
D8036,	Rain,	Mild,	High,	Weak
D8037,	Sunny,	Cool,	Normal,	Strong
D8038,	Sunny,	Cool,	Normal,	Weak
D8039,	Overcast,	Hot,	High,	Strong
D8040,	Rain,	Hot,	Normal,	Weak
D8041,	Rain,	Hot,	High,	Weak
D8042,	Rain,	Cool,	Normal,	Weak
D8043,	Sunny,	Hot,	Normal,	Strong
D8044,	Sunny,	Cool,	Normal,	Strong
D8045,	Overcast,	Cool,	High,	Strong
D8046,	Overcast,	Hot,	Normal,	Strong
D8047,	Rain,	Hot,	High,	Weak
D8048,	Rain,	Cool,	High,	Strong
D8049,	Rain,	Cool,	High,	Weak
D8050,	Overcast,	Hot,	Normal,	Weak
D8051,	Overcast,	Mild,	Normal,	Weak
D8052,	Overcast,	Hot,	High,	Weak
D8053,	Overcast,	Hot,	Normal,	Weak
D8054,	Sunny,	Mild,	Normal,	Strong
D8055,	Rain,	Mild,	High,	Strong
D8056,	Overcast,	Cool,	High,	Weak
D8057,	Overcast,	Mild,	High,	Weak
D8058,	Rain,	Mild,	Normal,	Weak
D8059,	Sunny,	Hot,	High,	Strong
D8060,	Overcast,	Mild,	High,	Weak
D8061,	Sunny,	Hot,	Normal,	Strong
D8062,	Overcast,	Mild,	Normal,	Strong
D8063,	Sunny,	Mild,	Normal,	Weak
D8064,	Sunny,	Cool,	High,	Strong
D8065,	Sunny,	Mild,	High,	Weak
D8066,	Sunny,	Mild,	Normal,	Weak
D8067,	Overcast,	Cool,	Normal,	Strong
D8068,	Rain,	Hot,	Normal,	Strong
D8069,	Overcast,	Mild,	High,	Strong
D8070,	Rain,	Mild,	Normal,	Strong
D8071,	Overcast,	Cool,	Normal,	Strong
D8072,	Rain,	Mild,	High,	Weak
D8073,	Rain,	Cool,	Normal,	Weak
D8074,	Rain,	Cool,	Normal,	Strong
D8075,	Sunny,	Hot,	Normal,	Strong
D8076,	Overcast,	Mild,	High,	Strong
D8077,	Overcast,	Mild,	High,	Strong
D8078,	Rain,	Hot,	High,	Weak
D8079,	Rain,	Mild,	Normal,	Strong
D8080,	Sunny,	Mild,	Normal,	Strong
D8081,	Overcast,	Hot,	Normal,	Weak
D8082,	Rain,	Hot,	Normal,	Strong
D8083,	Rain,	Cool,	Normal,	Strong
D8084,	Overcast,	Mild,	High,	Strong
D8085,	Overcast,	Mild,	High,	Strong
D8086,	Rain,	Hot,	High,	Weak
D8087,	Overcast,	Cool,	Normal,	Strong
D8088,	Rain,	Mild,	Normal,	Strong
D8089,	Rain,	Cool,	Normal,	Weak
D8090,	Rain,	Mild,	High,	Strong
D8091,	Sunny,	Hot,	Normal,	Strong
D8092,	Sunny,	Cool,	Normal,	Weak
D8093,	Rain,	Hot,	High,	Strong
D8094,	Rain,	Hot,	Normal,	Strong
D8095,	Sunny,	Cool,	Normal,	Weak
D8096,	Overcast,	Cool,	High,	Weak
D8097,	Sunny,	Cool,	High,	Weak
D8098,	Overcast,	Cool,	High,	Strong
D8099,	Rain,	Mild,	High,	Weak
D8100,	Rain,	Mild,	Normal,	Weak
D8101,	Sunny,	Hot,	High,	Weak
D8102,	Overcast,	Cool,	High,	Strong
D8103,	Overcast,	Mild,	High,	Weak
D8104,	Sunny,	Mild,	Normal,	Weak
D8105,	Rain,	Hot,	Normal,	Weak
D8106,	Rain,	Cool,	High,	Weak
D8107,	Overcast,	Mild,	Normal,	Strong
D8108,	Sunny,	Mild,	High,	Strong
D8109,	Rain,	Hot,	High,	Strong
D8110,	Rain,	Hot,	Normal,	Weak
D8111,	Overcast,	Cool,	Normal,	Weak
D8112,	Sunny,	Hot,	Normal,	Strong
D8113,	Sunny,	Mild,	Normal,	Strong
D8114,	Overcast,	Cool,	High,	Strong
D8115,	Rain,	Cool,	High,	Strong
D8116,	Rain,	Cool,	Normal,	Strong
D8117,	Rain,	Mild,	High,	Strong
D8118,	Rain,	Cool,	High,	Weak
D8119,	Sunny,	Mild,	Normal,	Strong
D8120,	Sunny,	Hot,	High,	Weak
D8121,	Overcast,	Cool,	High,	Weak
D8122,	Rain,	Cool,	Normal,	Strong
D8123,	Rain,	Cool,	Normal,	Weak
D8124,	Rain,	Cool,	Normal,	Strong
D8125,	Sunny,	Hot,	Normal,	Strong
D8126,	Overcast,	Hot,	Normal,	Strong
D8127,	Sunny,	Mild,	Normal,	Strong
D8128,	Sunny,	Cool,	Normal,	Strong
D8129,	Sunny,	Hot,	High,	Strong
D8130,	Rain,	Mild,	Normal,	Strong
D8131,	Sunny,	Hot,	High,	Weak
D8132,	Sunny,	Hot,	Normal,	Strong
D8133,	Overcast,	Hot,	High,	Strong
D8134,	Overcast,	Hot,	Normal,	Weak
D8135,	Sunny,	Cool,	High,	Weak
D8136,	Rain,	Mild,	High,	Weak
D8137,	Overcast,	Cool,	High,	Strong
D8138,	Rain,	Hot,	Normal,	Strong
D8139,	Rain,	Mild,	High,	Strong
D8140,	Rain,	Hot,	Normal,	Strong
D8141,	Sunny,	Mild,	Normal,	Strong
D8142,	Overcast,	Hot,	Normal,	Strong
D8143,	Rain,	Hot,	High,	Strong
D8144,	Sunny,	Hot,	High,	Strong
D8145,	Sunny,	Mild,	High,	Weak
D8146,	Overcast,	Mild,	Normal,	Weak
D8147,	Sunny,	Mild,	Normal,	Strong
D8148,	Overcast,	Cool,	High,	Strong
D8149,	Sunny,	Mild,	Normal,	Strong
D8150,	Overcast,	Hot,	High,	Strong
D8151,	Sunny,	Mild,	Normal,	Strong
D8152,	Rain,	Mild,	High,	Strong
D8153,	Sunny,	Cool,	Normal,	Weak
D8154,	Rain,	Mild,	High,	Weak
D8155,	Rain,	Mild,	High,	Weak
D8156,	Overcast,	Mild,	Normal,	Strong
D8157,	Sunny,	Hot,	Normal,	Weak
D8158,	Sunny,	Mild,	Normal,	Weak
D8159,	Rain,	Mild,	Normal,	Strong
D8160,	Sunny,	Hot,	Normal,	Strong
D8161,	Rain,	Hot,	High,	Weak
D8162,	Sunny,	Cool,	Normal,	Strong
D8163,	Rain,	Hot,	High,	Weak
D8164,	Rain,	Hot,	High,	Strong
D8165,	Overcast,	Hot,	Normal,	Weak
D8166,	Sunny,	Mild,	Normal,	Strong
D8167,	Overcast,	Cool,	High,	Strong
D8168,	Sunny,	Hot,	High,	Weak
D8169,	Sunny,	Cool,	Normal,	Weak
D8170,	Sunny,	Hot,	Normal,	Weak
D8171,	Rain,	Hot,	Normal,	Strong
D8172,	Sunny,	Cool,	High,	Strong
D8173,	Sunny,	Hot,	High,	Strong
D8174,	Rain,	Cool,	High,	Strong
D8175,	Sunny,	Hot,	Normal,	Weak
D8176,	Overcast,	Cool,	Normal,	Weak
D8177,	Sunny,	Mild,	Normal,	Strong
D8178,	Overcast,	Cool,	Normal,	Weak
D8179,	Sunny,	Cool,	High,	Strong
D8180,	Overcast,	Mild,	High,	Weak
D8181,	Sunny,	Cool,	Normal,	Weak
D8182,	Rain,	Mild,	High,	Weak
D8183,	Overcast,	Cool,	High,	Weak
D8184,	Rain,	Hot,	High,	Strong
D8185,	Sunny,	Mild,	High,	Weak
D8186,	Sunny,	Mild,	High,	Strong
D8187,	Rain,	Hot,	High,	Strong
D8188,	Rain,	Hot,	High,	Weak
D8189,	Sunny,	Hot,	High,	Weak
D8190,	Rain,	Hot,	High,	Strong
D8191,	Overcast,	Cool,	High,	Weak
D8192,	Sunny,	Mild,	High,	Strong
D8193,	Overcast,	Hot,	Normal,	Weak
D8194,	Sunny,	Mild,	Normal,	Strong
D8195,	Rain,	Hot,	High,	Weak
D8196,	Rain,	Mild,	Normal,	Weak
D8197,	Rain,	Hot,	High,	Weak
D8198,	Overcast,	Mild,	High,	Weak
D8199,	Overcast,	Mild,	High,	Weak
D8200,	Overcast,	Mild,	High,	Strong
D8201,	Sunny,	Hot,	Normal,	Strong
D8202,	Rain,	Hot,	Normal,	Strong
D8203,	Rain,	Mild,	High,	Weak
D8204,	Overcast,	Cool,	Normal,	Strong
D8205,	Rain,	Hot,	Normal,	Strong
D8206,	Rain,	Mild,	High,	Strong
D8207,	Overcast,	Hot,	Normal,	Strong
D8208,	Overcast,	Cool,	Normal,	Weak
D8209,	Rain,	Mild,	Normal,	Strong
D8210,	Sunny,	Mild,	Normal,	Strong
D8211,	Rain,	Hot,	Normal,	Strong
D8212,	Rain,	Hot,	High,	Weak
D8213,	Overcast,	Mild,	High,	Strong
D8214,	Overcast,	Cool,	High,	Strong
D8215,	Sunny,	Mild,	Normal,	Strong
D8216,	Sunny,	Mild,	Normal,	Weak
D8217,	Overcast,	Mild,	High,	Weak
D8218,	Overcast,	Hot,	Normal,	Strong
D8219,	Rain,	Hot,	Normal,	Weak
D8220,	Rain,	Mild,	Normal,	Strong
D8221,	Sunny,	Hot,	High,	Weak
D8222,	Sunny,	Cool,	High,	Strong
D8223,	Rain,	Cool,	Normal,	Weak
D8224,	Sunny,	Mild,	High,	Strong
D8225,	Rain,	Cool,	Normal,	Strong
D8226,	Overcast,	Hot,	Normal,	Weak
D8227,	Sunny,	Cool,	High,	Weak
D8228,	Rain,	Mild,	Normal,	Weak
D8229,	Rain,	Mild,	Normal,	Weak
D8230,	Sunny,	Mild,	High,	Strong
D8231,	Rain,	Hot,	High,	Strong
D8232,	Overcast,	Cool,	High,	Strong
D8233,	Rain,	Mild,	High,	Strong
D8234,	Sunny,	Cool,	Normal,	Weak
D8235,	Sunny,	Mild,	High,	Strong
D8236,	Rain,	Hot,	Normal,	Weak
D8237,	Rain,	Mild,	High,	Strong
D8238,	Overcast,	Mild,	High,	Weak
D8239,	Sunny,	Mild,	Normal,	Weak
D8240,	Overcast,	Cool,	High,	Strong
D8241,	Sunny,	Mild,	Normal,	Strong
D8242,	Rain,	Hot,	High,	Weak
D8243,	Overcast,	Hot,	Normal,	Strong
D8244,	Sunny,	Cool,	High,	Strong
D8245,	Rain,	Mild,	High,	Strong
D8246,	Sunny,	Mild,	Normal,	Strong
D8247,	Sunny,	Cool,	High,	Weak
D8248,	Sunny,	Mild,	High,	Strong
D8249,	Rain,	Hot,	High,	Strong
D8250,	Rain,	Cool,	High,	Strong
D8251,	Sunny,	Cool,	High,	Strong
D8252,	Sunny,	Mild,	High,	Strong
D8253,	Overcast,	Cool,	Normal,	Weak
D8254,	Sunny,	Cool,	High,	Weak
D8255,	Overcast,	Cool,	High,	Strong
D8256,	Sunny,	Mild,	Normal,	Weak
D8257,	Rain,	Mild,	High,	Strong
D8258,	Overcast,	Hot,	Normal,	Weak
D8259,	Sunny,	Mild,	High,	Strong
D8260,	Rain,	Mild,	Normal,	Weak
D8261,	Sunny,	Cool,	High,	Strong
D8262,	Rain,	Cool,	High,	Weak
D8263,	Rain,	Cool,	High,	Weak
D8264,	Overcast,	Mild,	Normal,	Strong
D8265,	Rain,	Mild,	Normal,	Strong
D8266,	Sunny,	Hot,	High,	Weak
D8267,	Overcast,	Hot,	High,	Weak
D8268,	Overcast,	Cool,	Normal,	Weak
D8269,	Rain,	Mild,	High,	Weak
D8270,	Sunny,	Mild,	High,	Strong
D8271,	Rain,	Mild,	High,	Strong
D8272,	Sunny,	Mild,	High,	Strong
D8273,	Rain,	Mild,	Normal,	Strong
D8274,	Rain,	Hot,	Normal,	Weak
D8275,	Overcast,	Cool,	Normal,	Strong
D8276,	Rain,	Cool,	High,	Strong
D8277,	Sunny,	Mild,	Normal,	Strong
D8278,	Rain,	Mild,	High,	Weak
D8279,	Rain,	Cool,	Normal,	Weak
D8280,	Overcast,	Mild,	High,	Weak
D8281,	Sunny,	Hot,	High,	Strong
D8282,	Overcast,	Cool,	Normal,	Strong
D8283,	Sunny,	Mild,	High,	Strong
D8284,	Sunny,	Cool,	Normal,	Weak
D8285,	Rain,	Hot,	High,	Strong
D8286,	Sunny,	Hot,	High,	Strong
D8287,	Overcast,	Cool,	High,	Weak
D8288,	Sunny,	Mild,	Normal,	Strong
D8289,	Sunny,	Cool,	Normal,	Weak
D8290,	Rain,	Cool,	Normal,	Strong
D8291,	Sunny,	Cool,	Normal,	Strong
D8292,	Sunny,	Mild,	High,	Strong
D8293,	Rain,	Hot,	Normal,	Strong
D8294,	Sunny,	Hot,	Normal,	Weak
D8295,	Rain,	Mild,	Normal,	Weak
D8296,	Rain,	Cool,	High,	Strong
D8297,	Rain,	Cool,	High,	Strong
D8298,	Sunny,	Hot,	Normal,	Weak
D8299,	Sunny,	Hot,	High,	Weak
D8300,	Sunny,	Hot,	High,	Weak
D8301,	Overcast,	Mild,	Normal,	Strong
D8302,	Rain,	Cool,	Normal,	Weak
D8303,	Sunny,	Cool,	High,	Strong
D8304,	Rain,	Cool,	Normal,	Weak
D8305,	Sunny,	Mild,	Normal,	Strong
D8306,	Rain,	Cool,	Normal,	Weak
D8307,	Overcast,	Cool,	Normal,	Weak
D8308,	Rain,	Mild,	Normal,	Weak
D8309,	Overcast,	Mild,	High,	Strong
D8310,	Rain,	Cool,	Normal,	Strong
D8311,	Overcast,	Mild,	High,	Weak
D8312,	Rain,	Hot,	High,	Weak
D8313,	Rain,	Mild,	Normal,	Strong
D8314,	Rain,	Hot,	High,	Strong
D8315,	Overcast,	Cool,	High,	Strong
D8316,	Overcast,	Mild,	High,	Strong
D8317,	Overcast,	Mild,	High,	Strong
D8318,	Rain,	Mild,	Normal,	Strong
D8319,	Sunny,	Hot,	Normal,	Weak
D8320,	Rain,	Hot,	Normal,	Weak
D8321,	Rain,	Mild,	High,	Weak
D8322,	Sunny,	Hot,	High,	Strong
D8323,	Overcast,	Hot,	High,	Weak
D8324,	Overcast,	Hot,	High,	Strong
D8325,	Sunny,	Hot,	High,	Weak
D8326,	Rain,	Hot,	Normal,	Strong
D8327,	Overcast,	Mild,	Normal,	Strong
D8328,	Overcast,	Mild,	High,	Strong
D8329,	Sunny,	Mild,	Normal,	Strong
D8330,	Rain,	Mild,	High,	Weak
D8331,	Sunny,	Hot,	High,	Weak
D8332,	Rain,	Hot,	Normal,	Strong
D8333,	Rain,	Cool,	High,	Weak
D8334,	Rain,	Cool,	High,	Weak
D8335,	Rain,	Cool,	Normal,	Strong
D8336,	Rain,	Cool,	Normal,	Strong
D8337,	Rain,	Hot,	High,	Weak
D8338,	Sunny,	Mild,	High,	Strong
D8339,	Overcast,	Mild,	High,	Weak
D8340,	Rain,	Hot,	High,	Strong
D8341,	Overcast,	Cool,	Normal,	Weak
D8342,	Overcast,	Hot,	High,	Strong
D8343,	Sunny,	Cool,	High,	Strong
D8344,	Rain,	Mild,	Normal,	Strong
D8345,	Sunny,	Cool,	High,	Weak
D8346,	Sunny,	Hot,	Normal,	Weak
D8347,	Rain,	Mild,	Normal,	Strong
D8348,	Sunny,	Cool,	High,	Weak
D8349,	Overcast,	Hot,	High,	Strong
D8350,	Sunny,	Cool,	Normal,	Strong
D8351,	Sunny,	Mild,	High,	Strong
D8352,	Overcast,	Mild,	Normal,	Weak
D8353,	Rain,	Hot,	High,	Weak
D8354,	Overcast,	Hot,	High,	Strong
D8355,	Sunny,	Hot,	High,	Strong
D8356,	Rain,	Mild,	Normal,	Strong
D8357,	Overcast,	Hot,	Normal,	Weak
D8358,	Overcast,	Mild,	High,	Strong
D8359,	Rain,	Cool,	High,	Weak
D8360,	Sunny,	Mild,	Normal,	Strong
D8361,	Rain,	Mild,	High,	Weak
D8362,	Rain,	Hot,	Normal,	Strong
D8363,	Sunny,	Hot,	High,	Strong
D8364,	Overcast,	Hot,	Normal,	Weak
D8365,	Sunny,	Mild,	High,	Weak
D8366,	Rain,	Mild,	High,	Weak
D8367,	Overcast,	Cool,	High,	Strong
D8368,	Overcast,	Cool,	Normal,	Weak
D8369,	Rain,	Mild,	Normal,	Strong
D8370,	Sunny,	Mild,	Normal,	Weak
D8371,	Sunny,	Cool,	Normal,	Weak
D8372,	Overcast,	Hot,	High,	Weak
D8373,	Overcast,	Hot,	High,	Strong
D8374,	Sunny,	Mild,	Normal,	Weak
D8375,	Sunny,	Mild,	High,	Strong
D8376,	Rain,	Cool,	High,	Strong
D8377,	Sunny,	Mild,	High,	Strong
D8378,	Sunny,	Hot,	Normal,	Strong
D8379,	Rain,	Cool,	Normal,	Weak
D8380,	Sunny,	Cool,	Normal,	Weak
D8381,	Sunny,	Hot,	High,	Weak
D8382,	Sunny,	Cool,	Normal,	Strong
D8383,	Rain,	Hot,	Normal,	Weak
D8384,	Sunny,	Hot,	Normal,	Weak
D8385,	Overcast,	Hot,	High,	Strong
D8386,	Sunny,	Mild,	High,	Weak
D8387,	Overcast,	Cool,	High,	Strong
D8388,	Rain,	Mild,	Normal,	Weak
D8389,	Overcast,	Cool,	High,	Weak
D8390,	Rain,	Mild,	High,	Weak
D8391,	Overcast,	Mild,	Normal,	Weak
D8392,	Rain,	Cool,	High,	Weak
D8393,	Sunny,	Mild,	High,	Weak
D8394,	Sunny,	Hot,	Normal,	Strong
D8395,	Sunny,	Cool,	High,	Strong
D8396,	Sunny,	Cool,	Normal,	Weak
D8397,	Sunny,	Hot,	High,	Weak
D8398,	Overcast,	Hot,	High,	Weak
D8399,	Overcast,	Hot,	High,	Strong
D8400,	Overcast,	Hot,	Normal,	Weak
D8401,	Sunny,	Cool,	High,	Weak
D8402,	Sunny,	Hot,	Normal,	Strong
D8403,	Rain,	Hot,	Normal,	Strong
D8404,	Sunny,	Mild,	Normal,	Strong
D8405,	Rain,	Mild,	Normal,	Strong
D8406,	Rain,	Hot,	High,	Weak
D8407,	Overcast,	Hot,	High,	Strong
D8408,	Rain,	Cool,	Normal,	Weak
D8409,	Overcast,	Hot,	Normal,	Strong
D8410,	Rain,	Cool,	Normal,	Weak
D8411,	Overcast,	Hot,	High,	Strong
D8412,	Sunny,	Mild,	High,	Weak
D8413,	Rain,	Mild,	High,	Strong
D8414,	Rain,	Hot,	Normal,	Strong
D8415,	Sunny,	Mild,	Normal,	Weak
D8416,	Overcast,	Cool,	Normal,	Weak
D8417,	Sunny,	Hot,	Normal,	Weak
D8418,	Sunny,	Hot,	High,	Strong
D8419,	Rain,	Hot,	High,	Weak
D8420,	Sunny,	Hot,	Normal,	Weak
D8421,	Rain,	Cool,	Normal,	Strong
D8422,	Rain,	Mild,	High,	Weak
D8423,	Rain,	Mild,	Normal,	Strong
D8424,	Rain,	Hot,	Normal,	Weak
D8425,	Rain,	Hot,	Normal,	Weak
D8426,	Overcast,	Cool,	Normal,	Strong
D8427,	Sunny,	Mild,	Normal,	Strong
D8428,	Overcast,	Cool,	Normal,	Weak
D8429,	Sunny,	Hot,	High,	Weak
D8430,	Sunny,	Mild,	Normal,	Weak
D8431,	Rain,	Cool,	Normal,	Weak
D8432,	Rain,	Mild,	Normal,	Weak
D8433,	Sunny,	Mild,	High,	Strong
D8434,	Rain,	Cool,	High,	Strong
D8435,	Sunny,	Mild,	Normal,	Strong
D8436,	Overcast,	Mild,	High,	Strong
D8437,	Overcast,	Hot,	High,	Weak
D8438,	Overcast,	Hot,	High,	Weak
D8439,	Sunny,	Cool,	High,	Weak
D8440,	Overcast,	Hot,	High,	Strong
D8441,	Sunny,	Mild,	Normal,	Strong
D8442,	Sunny,	Mild,	High,	Weak
D8443,	Overcast,	Cool,	Normal,	Strong
D8444,	Sunny,	Cool,	High,	Weak
D8445,	Overcast,	Hot,	High,	Strong
D8446,	Overcast,	Cool,	High,	Weak
D8447,	Sunny,	Hot,	Normal,	Strong
D8448,	Rain,	Hot,	Normal,	Weak
D8449,	Sunny,	Mild,	High,	Weak
D8450,	Rain,	Cool,	Normal,	Strong
D8451,	Rain,	Mild,	High,	Strong
D8452,	Sunny,	Hot,	Normal,	Weak
D8453,	Overcast,	Hot,	High,	Strong
D8454,	Sunny,	Mild,	Normal,	Weak
D8455,	Rain,	Hot,	Normal,	Weak
D8456,	Sunny,	Cool,	Normal,	Weak
D8457,	Sunny,	Hot,	High,	Weak
D8458,	Sunny,	Mild,	Normal,	Strong
D8459,	Rain,	Hot,	High,	Weak
D8460,	Sunny,	Hot,	High,	Strong
D8461,	Overcast,	Mild,	Normal,	Weak
D8462,	Overcast,	Cool,	Normal,	Weak
D8463,	Rain,	Mild,	Normal,	Weak
D8464,	Rain,	Hot,	Normal,	Weak
D8465,	Overcast,	Mild,	High,	Weak
D8466,	Rain,	Mild,	High,	Weak
D8467,	Overcast,	Cool,	Normal,	Weak
D8468,	Rain,	Mild,	High,	Strong
D8469,	Sunny,	Hot,	Normal,	Strong
D8470,	Overcast,	Hot,	High,	Weak
D8471,	Rain,	Cool,	Normal,	Strong
D8472,	Sunny,	Hot,	High,	Strong
D8473,	Overcast,	Hot,	Normal,	Strong
D8474,	Rain,	Cool,	High,	Weak
D8475,	Rain,	Cool,	Normal,	Weak
D8476,	Sunny,	Cool,	Normal,	Weak
D8477,	Rain,	Hot,	High,	Strong
D8478,	Rain,	Hot,	High,	Weak
D8479,	Sunny,	Cool,	High,	Weak
D8480,	Rain,	Mild,	High,	Strong
D8481,	Overcast,	Mild,	Normal,	Strong
D8482,	Rain,	Hot,	Normal,	Strong
D8483,	Sunny,	Mild,	Normal,	Weak
D8484,	Rain,	Mild,	High,	Strong
D8485,	Rain,	Cool,	Normal,	Strong
D8486,	Overcast,	Mild,	Normal,	Strong
D8487,	Overcast,	Hot,	High,	Strong
D8488,	Overcast,	Hot,	High,	Weak
D8489,	Rain,	Mild,	Normal,	Weak
D8490,	Rain,	Hot,	Normal,	Strong
D8491,	Sunny,	Hot,	Normal,	Strong
D8492,	Overcast,	Hot,	High,	Strong
D8493,	Rain,	Mild,	Normal,	Strong
D8494,	Overcast,	Cool,	Normal,	Weak
D8495,	Overcast,	Mild,	Normal,	Weak
D8496,	Rain,	Mild,	Normal,	Weak
D8497,	Overcast,	Cool,	High,	Strong
D8498,	Overcast,	Mild,	Normal,	Weak
D8499,	Rain,	Mild,	Normal,	Weak
D8500,	Sunny,	Cool,	Normal,	Strong
D8501,	Sunny,	Cool,	High,	Weak
D8502,	Sunny,	Hot,	Normal,	Strong
D8503,	Sunny,	Mild,	Normal,	Weak
D8504,	Sunny,	Hot,	Normal,	Strong
D8505,	Overcast,	Hot,	High,	Strong
D8506,	Rain,	Mild,	Normal,	Weak
D8507,	Overcast,	Mild,	Normal,	Strong
D8508,	Rain,	Cool,	High,	Strong
D8509,	Sunny,	Hot,	High,	Strong
D8510,	Rain,	Cool,	Normal,	Strong
D8511,	Sunny,	Mild,	Normal,	Weak
D8512,	Sunny,	Mild,	High,	Strong
D8513,	Rain,	Cool,	Normal,	Strong
D8514,	Rain,	Hot,	Normal,	Strong
D8515,	Sunny,	Hot,	Normal,	Strong
D8516,	Overcast,	Cool,	High,	Weak
D8517,	Sunny,	Hot,	Normal,	Strong
D8518,	Rain,	Cool,	High,	Weak
D8519,	Overcast,	Mild,	High,	Weak
D8520,	Sunny,	Cool,	Normal,	Weak
D8521,	Overcast,	Hot,	Normal,	Strong
D8522,	Sunny,	Hot,	Normal,	Weak
D8523,	Overcast,	Cool,	High,	Weak
D8524,	Sunny,	Cool,	Normal,	Weak
D8525,	Overcast,	Hot,	Normal,	Weak
D8526,	Rain,	Mild,	High,	Weak
D8527,	Overcast,	Cool,	High,	Weak
D8528,	Rain,	Mild,	High,	Strong
D8529,	Overcast,	Cool,	Normal,	Weak
D8530,	Sunny,	Mild,	Normal,	Strong
D8531,	Overcast,	Hot,	High,	Weak
D8532,	Sunny,	Mild,	High,	Weak
D8533,	Sunny,	Hot,	Normal,	Weak
D8534,	Overcast,	Cool,	Normal,	Strong
D8535,	Overcast,	Hot,	Normal,	Weak
D8536,	Sunny,	Hot,	High,	Weak
D8537,	Sunny,	Mild,	Normal,	Strong
D8538,	Sunny,	Cool,	Normal,	Weak
D8539,	Overcast,	Cool,	Normal,	Weak
D8540,	Rain,	Cool,	Normal,	Strong
D8541,	Rain,	Mild,	Normal,	Strong
D8542,	Sunny,	Cool,	Normal,	Strong
D8543,	Overcast,	Cool,	High,	Weak
D8544,	Sunny,	Hot,	Normal,	Strong
D8545,	Sunny,	Mild,	Normal,	Weak
D8546,	Rain,	Cool,	Normal,	Weak
D8547,	Sunny,	Hot,	High,	Weak
D8548,	Rain,	Mild,	High,	Strong
D8549,	Overcast,	Cool,	High,	Weak
D8550,	Rain,	Mild,	Normal,	Strong
D8551,	Sunny,	Cool,	Normal,	Weak
D8552,	Rain,	Mild,	High,	Weak
D8553,	Overcast,	Hot,	Normal,	Weak
D8554,	Overcast,	Hot,	Normal,	Weak
D8555,	Overcast,	Mild,	High,	Strong
D8556,	Overcast,	Mild,	High,	Weak
